# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
TrES-5 ,Confirmed,1.778,0.063,0.063,,,,1.209,0.021,0.021,1.4822446,7e-07,7e-07,0.02446,0.0001069,0.0001069,,,,84.529,0.005,0.005,6.8e-05,2011,2011-09-05,,,,,,,,,,2455443.25153,0.0001069,0.0001069,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,TrES-5,305.2208333,59.4491667,13.72,,,,,360.0,11.0,11.0,0.2,0.08,0.08,0.893,0.024,0.024,0.866,0.013,0.013,,7.38,1.87,1.87,5171.0,36.0,36.0,,,
UZ For (AB) c,Unconfirmed,6.3,1.4,1.4,,,,,,,5800.0,1100.0,1100.0,5.9,1.4,1.4,0.04,0.05,0.05,80.0,,,,2010,2016-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Other,,,,,UZ For (AB),53.8708333,-25.7394444,18.2,,,,,,,,,,,0.84,,,,,,Catac. var.,,,,,,,,,
UZ For (AB) d,Confirmed,7.7,1.2,1.2,,,,,,,1900.0,90.0,90.0,2.8,0.5,0.5,0.05,0.05,0.05,,,,,2011,2016-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Pulsar,,,,,UZ For (AB),53.8708333,-25.7394444,18.2,,,,,,,,,,,0.84,,,,,,Catac. var.,,,,,,,,,
V391 Peg b,Confirmed,3.2,0.7,0.7,,,,,,,1170.0,44.0,44.0,1.7,0.1,0.1,0.0,,,,,,0.001214,2007,2014-08-22,,,,,,,2452418.0,96.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Pulsar,,,,,V391 Peg,331.05,26.4188889,14.57,,15.17,15.16,15.38,1400.0,180.0,180.0,,,,0.5,0.05,0.05,0.23,0.03,0.03,sdB,10.0,nan,inf,29300.0,500.0,500.0,,,
V830 Tau b,Confirmed,0.77,0.15,0.15,0.63,0.11,0.11,,,,4.93,0.05,0.05,0.057,0.001,0.001,0.0,,,55.0,,,,2016,2016-08-03,,,,,,,,,,,,,,,,,,,,,,2457360.52,0.1,0.1,75.0,11.0,11.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,V830 Tau,68.29166667,24.561944465,12.1,,,,,131.0,3.0,3.0,,,,1.0,0.05,0.05,2.0,0.2,0.2,M0,0.002,,,4250.0,50.0,50.0,,Yes,
VB 10 b,Unconfirmed,6.4,3.1,2.6,,,,,,,271.56,3.0,3.0,0.36,0.006,0.006,0.98,inf,nan,96.9,1.8,1.8,0.06175,2009,2009-12-18,38.7,3.3,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Other,,,,,VB 10,289.2416667,5.1505556,17.3,,9.91,9.23,8.77,5.83,0.05,0.05,,,,0.0779,,,,,,M8V,,,,,,,,,
WASP-1 b,Confirmed,0.86,0.07,0.07,,,,1.484,0.09,0.09,2.5199464,8e-07,8e-07,0.0382,0.0013,0.0013,0.0,,,88.65,0.55,0.55,,2006,2013-05-31,,,,,,,,,,2454461.863,0.0002,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,WASP-1,5.1666667,31.99,11.79,,,,,,,,,,,1.24,0.17,0.17,1.382,0.1,0.1,F7V,,,,6200.0,200.0,200.0,,,
WASP-10 b,Confirmed,3.16,0.23,0.23,,,,1.08,0.02,0.02,3.0927616,1.82e-05,1.82e-05,0.0371,0.0013,0.0013,0.057,0.005,0.005,86.8,0.5,0.5,0.000412,2008,2014-05-30,2.737,0.166,0.166,,,,,,,2454357.85803,0.0003,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-10,348.9916667,31.4627778,12.7,,,,,90.0,20.0,20.0,0.03,0.2,0.2,0.71,0.071,0.071,0.783,0.043,0.043,K5,0.8,0.2,0.2,4675.0,100.0,100.0,,,
WASP-10 c,Unconfirmed,0.1,,,,,,,,,5.23,,,,,,,,,,,,,2010,2010-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Other,,,,,WASP-10,348.9916667,31.4627778,12.7,,,,,90.0,20.0,20.0,0.03,0.2,0.2,0.71,0.071,0.071,0.783,0.043,0.043,K5,0.8,0.2,0.2,4675.0,100.0,100.0,,,
WASP-100 b,Confirmed,2.03,0.12,0.12,,,,1.69,0.29,0.29,2.849375,8e-06,8e-06,0.0457,0.001,0.001,0.0,,,82.6,1.7,2.6,,2013,2014-05-28,,,,,,,,,,2456272.3395,0.0009,0.0009,,,,,,,,,,,,,,,,2190.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-100,68.9583,-64.0269,10.8,,,,,,,,-0.03,0.1,0.1,1.57,0.1,0.1,2.0,0.3,0.3,F2,,,,6900.0,120.0,120.0,,,
WASP-101 b,Confirmed,0.5,0.004,0.004,,,,1.41,0.05,0.05,3.585722,4e-06,4e-06,0.0506,0.0009,0.0009,0.0,,,85.0,0.2,0.2,,2013,2013-10-22,,,,,,,,,,2456164.6934,0.0002,0.0002,,,,,,,,,,,,,,,,1560.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-101,98.35,-23.4861,10.3,,,,,,,,0.2,0.12,0.12,1.34,0.07,0.07,1.29,0.04,0.04,F6,0.9,1.3,0.4,6400.0,110.0,110.0,,,
WASP-102 b,Confirmed,0.624,0.045,0.045,,,,1.259,0.016,0.016,2.709813,4e-06,5e-06,0.0401,0.0004,0.0004,,,,89.73,0.145,0.19,,2016,2016-08-16,,,,,,,,,,2456510.5872,0.0002,0.0002,,,,,,,0.03,0.02,0.05,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-102,336.464362517,15.8567472446,12.73,,,,,,,,0.09,0.19,0.19,1.167,0.035,0.035,1.331,0.012,0.013,G0,0.6,0.3,0.5,5940.0,140.0,140.0,,,
WASP-103 b,Confirmed,1.49,0.088,0.088,,,,1.528,0.047,0.073,0.925542,1.9e-05,1.9e-05,0.01985,0.00021,0.00021,,,,86.3,2.7,2.7,,2014,2017-08-22,,,,,,,,,,2456459.59957,0.00075,0.00075,,,,3.0,33.0,33.0,,,,,,,,,,2508.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,,"Na, K",WASP-103,249.316666672,7.183333337,12.0,,,,,470.0,35.0,35.0,0.06,0.13,0.13,1.22,0.0039,0.0039,1.436,0.052,0.031,F8V,4.0,1.0,1.0,6110.0,100.0,100.0,,,
WASP-104 b,Confirmed,1.272,0.047,0.047,,,,1.137,0.037,0.037,1.7554137,3.6e-06,1.8e-06,0.02918,0.00045,0.00045,0.0,0.0,0.06,83.63,0.25,0.25,,2014,2018-04-17,,,,,,,,,,2456406.11126,0.00012,0.00012,,,,,,,,,,,,,,,,1516.0,,,,,0.03,0.0,0.03,,Published in a refereed paper,Primary Transit,,,,,WASP-104,160.602541675,7.4350833434,11.12,,,,,143.0,10.0,10.0,0.32,0.09,0.09,1.02,0.09,0.09,0.93,0.23,0.23,G8,,,,5450.0,130.0,130.0,,,
WASP-105 b,Confirmed,1.8,0.1,0.1,,,,0.96,0.03,0.03,7.87288,1e-05,1e-05,0.075,0.03,0.03,0.0,,,89.7,0.2,0.2,,2017,2017-01-17,,,,,,,,,,2456600.0765,0.0002,0.0002,,,,,,,0.1,0.08,0.08,,,,194.0,3.0,3.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-105,24.16666668,-50.658888909,12.1,,,,,,,,0.28,0.16,0.16,0.89,0.09,0.09,0.9,0.03,0.03,K2,,,,5070.0,130.0,130.0,,,
WASP-106 b,Confirmed,1.925,0.076,0.076,,,,1.085,0.028,0.046,9.289715,1e-05,1e-05,0.0917,0.0014,0.0014,0.0,0.0,0.13,89.49,0.64,0.35,,2014,2016-01-10,,,,,,,,,,2456649.54972,0.00033,0.00033,,,,,,,,,,,,,,,,1140.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-106,166.429708348,-5.0794166782,11.21,,,,,283.0,21.0,21.0,-0.09,0.09,0.09,1.27,0.15,0.15,1.85,0.52,0.52,F9,,,,6000.0,150.0,150.0,,,
WASP-107 b,Confirmed,0.12,0.01,0.01,,,,0.94,0.02,0.02,5.72149,2e-06,2e-06,0.055,0.001,0.001,0.0,,,89.7,0.2,0.2,,2017,2017-02-17,,,,,,,,,,2456514.4106,0.0001,0.0001,,,,90.0,50.0,50.0,0.09,0.07,0.07,,,,17.0,2.0,2.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-107,188.387500011,-10.146111124,11.6,,,,,,,,0.02,0.1,0.1,0.69,0.05,0.05,0.66,0.02,0.02,K6,,,,4430.0,120.0,120.0,,,
WASP-108 b,Confirmed,1.167,0.091,0.092,1.167,0.091,0.091,1.215,0.04,0.04,2.6755463,2.1e-06,2.1e-06,0.0397,0.001,0.001,0.0,,,88.49,0.84,0.84,,2014,2014-10-29,,,,,,,,,,2456413.79019,0.00015,0.00015,,,,,,,0.19,,,,,,117.8,3.5,3.5,1590.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-108,195.829166673,-49.63972224,11.2,,,,,220.0,0.115,0.115,0.05,0.11,0.11,1.167,0.092,0.092,1.215,0.04,0.04,F9,4.6,1.9,1.9,6000.0,140.0,140.0,,,
WASP-109 b,Confirmed,0.91,0.13,0.13,0.91,0.13,0.13,1.443,0.053,0.053,3.3190233,4.2e-06,4.2e-06,0.0463,0.0011,0.0011,0.0,,,84.28,0.19,0.19,,2014,2016-01-10,,,,,,,,,,2456361.19263,0.00023,0.00023,,,,,,,0.737,,,,,,109.0,15.0,15.0,1695.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-109,232.054166671,-16.41083335,11.4,,,,,330.0,30.0,30.0,-0.22,0.08,0.08,1.203,0.09,0.09,1.346,0.044,0.044,F4,2.6,0.9,0.9,6520.0,140.0,140.0,,,
WASP-11-HAT-P-10 b,Confirmed,0.46,0.028,0.028,,,,1.045,0.033,0.033,3.722469,6.7e-06,6.7e-06,0.0439,0.0009,0.0009,0.0,,,89.8,0.1,0.1,0.000351,2008,2015-08-20,,,,,,,,,,2456308.235598,0.000107,0.000107,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,WASP-11-HAT-P-10,47.3708333,30.6736111,11.89,,,,,125.0,5.0,5.0,0.13,0.08,0.08,0.82,0.03,0.03,0.81,0.02,0.02,K3V,11.2,4.1,4.1,4980.0,60.0,60.0,,,
WASP-110 b,Confirmed,0.515,0.064,0.064,0.515,0.064,0.064,1.238,0.056,0.056,3.7783977,3.1e-06,3.1e-06,0.0457,0.0012,0.0012,0.0,,,88.06,0.35,0.35,,2014,2014-10-29,,,,,,,,,,2456502.72413,0.00016,0.00016,,,,,,,0.376,,,,,,71.8,8.2,8.2,1134.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-110,305.87500001,-44.058333341,12.3,,,,,320.0,30.0,30.0,-0.06,0.1,0.1,0.892,0.072,0.072,0.881,0.035,0.035,G9,8.6,3.5,3.5,5400.0,140.0,140.0,,,
WASP-111 b,Confirmed,1.85,0.16,0.16,1.83,0.15,0.15,1.442,0.094,0.094,2.310965,3.4e-06,3.4e-06,0.03914,0.00098,0.00098,0.0,,,81.61,0.82,0.82,,2014,2014-10-29,,,,,,,,,,2456275.75127,0.0004,0.0004,,,,,,,0.665,,,,,,212.0,14.0,14.0,2140.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-111,328.766666668,-22.612500022,10.3,,,,,210.0,20.0,20.0,0.08,0.08,0.08,1.5,0.11,0.11,1.85,0.1,0.1,F5,2.6,0.6,0.6,6400.0,150.0,150.0,,,
WASP-112 b,Confirmed,0.88,0.12,0.12,0.88,0.12,0.12,1.191,0.049,0.049,3.0353992,3.8e-06,3.8e-06,0.0382,0.0011,0.0011,0.0,,,88.68,0.28,0.28,,2014,2014-10-29,,,,,,,,,,2456505.48734,0.00013,0.00013,,,,,,,0.475,0.031,0.031,,,,142.0,17.0,17.0,1395.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-112,339.487500019,-35.153888895,13.3,,,,,450.0,30.0,30.0,-0.64,0.15,0.15,0.807,0.073,0.073,1.002,0.037,0.037,G6,10.6,3.0,3.0,5610.0,130.0,130.0,,,
WASP-113 b,Confirmed,0.475,0.054,0.054,,,,1.409,0.14,0.095,4.54216874538,4.2e-06,4.2e-06,0.05885,0.0001,0.0001,0.0,,,86.46,0.64,1.2,,2016,2016-07-11,,,,,,,,,,2457197.09746,4e-05,4e-05,,,,,,,0.486,0.14,0.063,,,,48.74,5.2,5.2,1496.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-113,224.870833343,46.960000027,11.8,,,,,360.0,70.0,70.0,0.1,0.09,0.09,1.318,0.069,0.069,1.608,0.12,0.09,G1,,,,5890.0,140.0,140.0,,,
WASP-114 b,Confirmed,1.769,0.064,0.064,,,,1.339,0.064,0.064,1.5487743,9e-07,1.2e-06,0.02851,0.00039,0.00039,0.012,0.009,0.022,83.96,0.9,0.9,,2016,2016-07-11,289.0,35.0,150.0,,,,,,,2456667.73582,0.00021,0.00021,,,,,,,0.457,0.054,0.054,,,,260.6,5.4,5.4,2043.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-114,327.66666668,10.463055575,12.74,,,,,460.0,80.0,80.0,0.14,0.07,0.07,1.289,0.053,0.053,1.43,0.06,0.06,G0,,,,5940.0,140.0,140.0,,,
WASP-117 b,Confirmed,0.2755,0.009,0.009,,,,1.021,0.076,0.065,10.02165,0.00055,0.00055,0.09459,0.00084,0.00079,0.302,0.023,0.023,89.14,0.3,0.3,,2014,2014-06-27,242.0,2.5,2.5,,,,,,,2456533.82326,0.0009,0.0009,,,,44.0,11.0,11.0,,,,,,,,,,1024.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-117,36.775000002,-50.284444451,10.15,,,,,,,,-0.11,0.14,0.14,1.126,0.29,0.29,1.17,0.067,0.059,F9,4.6,2.0,2.0,6040.0,90.0,90.0,,,
WASP-118 b,Confirmed,0.514,0.02,0.02,,,,1.44,0.036,0.036,4.0460435,4.4e-06,4.4e-06,0.05453,0.00048,0.00048,,,,88.7,0.9,0.9,,2016,2016-08-10,,,,,,,,,,2456787.81423,0.00062,0.00062,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-118,19.550000004,2.702777794,11.02,,,,,250.0,35.0,35.0,0.16,0.11,0.11,1.32,0.035,0.035,1.696,0.029,0.029,F6,,,,6410.0,125.0,125.0,,,
WASP-119 b,Confirmed,1.23,0.08,0.09,1.23,0.08,0.08,1.4,0.2,0.2,2.49979,1e-05,1e-05,0.0363,0.0007,0.0007,0.058,0.058,0.0,85.0,2.0,2.0,,2016,2016-02-05,,,,,,,,,,2456537.547,0.002,0.002,,,,,,,0.5,0.24,0.1,,,,181.0,10.0,10.0,1600.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-119,55.941666682,-65.193888901,12.2,,,,,333.0,29.0,29.0,0.14,0.1,0.1,1.02,0.06,0.06,1.2,0.1,0.1,G5,8.0,2.5,2.5,5650.0,100.0,100.0,,,
WASP-12 b,Confirmed,1.404,0.099,0.099,,,,1.736,0.092,0.092,1.0914222,1.1e-06,1.1e-06,0.02293,0.00078,0.00078,0.0,0.01,0.01,86.0,3.0,3.0,5.4e-05,2008,2018-05-29,,,,,,,,,,2454508.97605,0.00028,0.00028,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,"CO2, TiO, C, O I, He, CO, CH4, VO, H2, HCN, H2O",WASP-12,97.6375,29.6722222,11.69,11.03,10.48,10.23,10.19,427.0,90.0,90.0,0.3,0.1,0.1,1.35,0.14,0.14,1.599,0.071,0.071,G0,1.7,0.8,0.8,6300.0,150.0,150.0,,,
WASP-120 b,Confirmed,5.06,0.27,0.27,5.01,0.26,0.26,1.515,0.083,0.083,3.6112706,3.8e-06,3.8e-06,0.0522,0.0013,0.0013,0.059,0.018,0.025,82.29,0.48,0.48,,2015,2015-09-12,323.0,21.0,39.0,,,,,,,2456779.4352,0.00044,0.00044,,,,,,,0.78,0.021,0.021,,,,511.3,9.2,9.2,1890.0,,,50.0,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-120,62.616666676,-45.898333363,11.0,,,,,,,,-0.05,0.07,0.07,1.45,0.11,0.11,1.93,0.09,0.09,F5,,,,6450.0,120.0,120.0,,,
WASP-121 b,Confirmed,1.184,0.064,0.065,1.183,0.064,0.064,1.865,0.044,0.044,1.2749255,2.5e-07,2.5e-07,0.02544,0.0005,0.0005,0.0,,,87.6,0.6,0.6,,2015,2016-04-11,,,,,,,,,,2456635.70832,0.0001,0.0001,,,,107.2,5.0,5.0,,,,,,,181.1,6.4,6.4,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,"VO, H2O, TiO",WASP-121,107.600000008,-39.097500013,10.4,,,,,270.0,90.0,90.0,0.13,0.09,0.09,1.353,0.079,0.06,1.458,0.03,0.03,F6V,,,,6460.0,140.0,140.0,,,
WASP-122 b,Confirmed,1.401,0.075,0.075,1.372,0.072,0.072,1.792,0.069,0.069,1.7100567,3.6e-06,3.6e-06,0.03107,0.00079,0.00079,0.0,0.0,0.08,78.35,0.31,0.31,,2015,2016-02-09,,,,,,,,,,2456665.22403,0.00022,0.00022,,,,,,,0.8608,0.0073,0.0073,,,,185.2,2.3,2.3,1960.0,,,50.0,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,KELT-14 b,,WASP-122,108.300000004,-42.409722238,11.0,,,,,,,,0.32,0.09,0.09,1.4,0.1,0.1,1.567,0.051,0.051,G4,,,,5730.0,130.0,130.0,,,
WASP-123 b,Confirmed,0.92,0.05,0.05,0.92,0.05,0.05,1.327,0.074,0.074,2.977641,2.4e-06,2.4e-06,0.0431,0.0011,0.0011,0.0,0.0,0.12,85.79,0.51,0.51,,2015,2015-09-12,,,,,,,,,,2456845.17081,0.00041,0.00041,,,,,,,0.525,0.0053,0.0041,,,,114.5,2.3,2.3,1510.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-123,289.479166685,-32.860000025,11.1,,,,,,,,0.18,0.08,0.08,1.207,0.089,0.089,1.296,0.061,0.061,G5,,,,5730.0,130.0,130.0,,,
WASP-124 b,Confirmed,0.6,0.07,0.07,0.6,0.07,0.07,1.24,0.03,0.03,3.37265,1e-06,1e-06,0.0499,0.0007,0.0007,0.017,0.017,0.0,86.3,0.2,0.2,,2016,2016-02-05,,,,,,,,,,2457028.5834,0.0001,0.0001,,,,,,,0.61,0.02,0.02,,,,77.0,8.0,8.0,1400.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-124,332.712500017,-30.749444472,12.7,,,,,433.0,11.0,11.0,-0.02,0.11,0.11,1.07,0.05,0.05,1.02,0.02,0.02,F9,2.1,1.4,1.4,6050.0,100.0,100.0,,,
WASP-126 b,Confirmed,0.28,0.04,0.04,0.28,0.04,0.04,0.96,0.05,0.1,3.2888,1e-05,1e-05,0.0449,0.0008,0.0008,0.18,0.18,0.0,87.9,1.5,1.5,,2016,2016-02-05,,,,,,,,,,2456890.3191,0.0006,0.0006,,,,,,,0.3,0.2,0.2,,,,36.0,5.0,5.0,1480.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-126,63.37500001,-69.226944457,10.8,,,,,234.0,15.0,15.0,0.17,0.08,0.08,1.12,0.06,0.06,1.27,0.05,0.1,G2,6.4,1.6,1.6,5800.0,100.0,100.0,,,
WASP-127 b,Confirmed,0.18,0.02,0.02,,,,1.37,0.04,0.04,4.178062,2e-06,2e-06,0.052,0.0005,0.0005,,,,88.7,0.6,0.8,,2016,2016-07-27,,,,,,,,,,2457248.74131,0.00016,0.00016,,,,,,,0.15,0.11,0.09,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-127,160.558666671,-3.8350833514,10.15,,,,,,,,,,,1.08,0.03,0.03,1.39,0.03,0.03,G5,11.41,1.8,1.8,5620.0,85.0,85.0,,,
WASP-128 b,Confirmed,37.19,0.85,0.83,,,,0.937,0.18,0.22,2.208524,2e-05,2.1e-05,0.0359,0.0004,0.00038,0.0,0.0,0.007,89.1,0.91,0.63,,2018,2018-07-20,,,,,,,,,,2456720.68369,0.00019,0.00019,,,,,,,0.11,0.07,0.1,,,,5272.0,16.0,16.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-128,172.858750009,-41.6895277964,12.5,,,,,422.0,6.0,6.0,0.01,0.12,0.12,1.155,0.039,0.039,1.152,0.016,0.021,G0V,2.2,0.9,0.9,5950.0,50.0,50.0,,,2MASS J11312609-4141222
WASP-129 b,Confirmed,1.0,0.1,0.1,1.0,0.1,0.1,0.93,0.03,0.03,5.748145,1e-06,1e-06,0.0628,0.0007,0.0007,0.096,0.096,0.0,87.7,0.2,0.2,,2016,2016-02-05,,,,,,,,,,2457027.4373,0.0002,0.0002,,,,,,,0.62,0.02,0.02,,,,110.0,10.0,10.0,1100.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-129,176.300000004,-42.063888901,12.3,,,,,246.0,7.0,7.0,0.15,0.09,0.09,1.0,0.03,0.03,0.9,0.02,0.02,G1,1.0,0.9,0.9,5900.0,100.0,100.0,,,
WASP-13 b,Confirmed,0.485,0.058,0.042,,,,1.365,0.062,0.034,4.353011,1.3e-05,1.3e-05,0.05379,0.00059,0.00077,0.0,,,85.64,0.24,0.24,0.000345,2008,2014-05-23,,,,,,,,,,2455575.5136,0.0016,0.0016,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-13,140.1041667,33.8825,10.42,,,,,156.0,18.0,18.0,0.0,0.2,0.2,,,,,,,G1V,,,,5826.0,100.0,100.0,,,
WASP-130 b,Confirmed,1.23,0.04,0.04,,,,0.89,0.03,0.03,11.55098,1e-05,1e-05,0.1012,0.0014,0.0014,0.0,,,88.66,0.12,0.12,,2016,2016-07-11,,,,,,,,,,2456921.14307,2.5e-05,2.5e-05,,,,,,,0.53,0.03,0.03,,,,108.0,2.0,2.0,833.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-130,203.104166675,-42.475277794,11.1,,,,,180.0,30.0,30.0,0.26,0.1,0.1,1.04,0.04,0.04,0.96,0.03,0.03,G6,2.0,,,5625.0,90.0,90.0,,,
WASP-131 b,Confirmed,0.27,0.02,0.02,,,,1.22,0.05,0.05,5.322023,5e-06,5e-06,0.0607,0.0009,0.0009,0.0,,,85.0,0.3,0.3,,2016,2016-07-11,,,,,,,,,,2456919.8236,0.0004,0.0004,,,,,,,0.73,0.02,0.02,,,,30.5,1.7,1.7,1400.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-131,210.191666682,-30.583611123,10.1,,,,,250.0,50.0,50.0,0.18,0.08,0.08,1.06,0.06,0.06,1.53,0.05,0.05,G0,4.5,3.5,3.5,6030.0,90.0,90.0,,,
WASP-132 b,Confirmed,0.41,0.03,0.03,,,,0.87,0.03,0.03,7.133521,9e-06,9e-06,0.067,0.001,0.001,0.0,,,89.6,0.3,0.3,,2016,2016-07-11,,,,,,,,,,2456698.2076,0.0004,0.0004,,,,,,,0.14,0.12,0.12,,,,51.0,3.0,3.0,763.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,,,,WASP-132,217.608333342,-46.159166677,12.4,,,,,120.0,20.0,20.0,0.22,0.13,0.13,0.8,0.04,0.04,0.74,0.02,0.02,K4,0.5,,,4775.0,100.0,100.0,,,
WASP-133 b,Confirmed,1.16,0.09,0.09,1.16,0.09,0.09,1.21,0.05,0.05,2.176423,1e-06,1e-06,0.0345,0.0007,0.0007,0.17,0.17,0.0,87.0,1.0,1.0,,2016,2016-02-05,,,,,,,,,,2457116.9874,0.0002,0.0002,,,,,,,0.2,0.1,0.1,,,,170.0,10.0,10.0,1790.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-133,314.575000006,-35.796666693,12.9,,,,,457.0,21.0,21.0,0.29,0.12,0.12,1.16,0.08,0.08,1.44,0.05,0.05,G4,6.8,1.8,1.8,5700.0,100.0,100.0,,,
WASP-135 b,Confirmed,1.9,0.08,0.08,1.9,0.08,0.08,1.3,0.09,0.09,1.4013794,8e-07,8e-07,0.0243,0.0005,0.0005,0.0,,,82.0,0.6,0.6,,2015,2015-11-19,,,,,,,,,,2455230.9902,0.0009,0.0009,,,,,,,0.8,0.03,0.03,,,,346.0,3.0,3.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-135,267.283333336,29.879166694,13.3,,,,,300.0,45.0,45.0,0.02,0.13,0.13,0.98,0.06,0.06,0.96,0.05,0.05,G5,4.4,2.5,2.5,5680.0,60.0,60.0,,,
WASP-136 b,Confirmed,1.51,0.08,0.08,,,,1.38,0.16,0.16,5.215357,6e-06,6e-06,0.0661,0.0012,0.0012,,,,84.7,1.3,1.6,,2016,2016-07-27,,,,,,,,,,2456776.90615,0.00109,0.00109,,,,,,,0.59,0.14,0.008,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-136,0.32570833939,-8.9262778038,9.98,,,,,164.0,18.0,18.0,,,,1.51,0.08,0.08,1.38,0.16,0.16,,3.62,0.7,0.7,6260.0,100.0,100.0,,,
